Students (? Values),Year: As at 1 July,Student: Year level,Student: Year level group,School: ID,Student: Ethnic Group,Student_age,School: Name,School: Sector,School: Type,School: Authority,School: Gender,School: Affiliation Type,School: Affiliation,School: Māori Medium Peak Body Affiliation,Region: Education Region,Region: Regional Council,Region: Territorial Authority,Region: MOE Local office,Te Mahau Rohe,Takiwa,EQI Band,EQI Group
15,2025,Year 4,Primary (Year 1-8),3835,Māori,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 4,Primary (Year 1-8),3835,Pacific,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
9,2025,Year 4,Primary (Year 1-8),3835,Asian,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 4,Primary (Year 1-8),3835,MELAA,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 4,Primary (Year 1-8),3835,Other,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
43,2025,Year 4,Primary (Year 1-8),3835,European\Pākehā,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
13,2025,Year 5,Primary (Year 1-8),3835,Māori,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 5,Primary (Year 1-8),3835,Pacific,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
6,2025,Year 5,Primary (Year 1-8),3835,Asian,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 5,Primary (Year 1-8),3835,MELAA,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 5,Primary (Year 1-8),3835,Other,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
40,2025,Year 5,Primary (Year 1-8),3835,European\Pākehā,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
14,2025,Year 6,Primary (Year 1-8),3835,Māori,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 6,Primary (Year 1-8),3835,Pacific,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
11,2025,Year 6,Primary (Year 1-8),3835,Asian,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 6,Primary (Year 1-8),3835,MELAA,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 6,Primary (Year 1-8),3835,Other,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
53,2025,Year 6,Primary (Year 1-8),3835,European\Pākehā,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
5,2025,Year 7,Primary (Year 1-8),3835,Māori,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 7,Primary (Year 1-8),3835,Pacific,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 7,Primary (Year 1-8),3835,Asian,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 7,Primary (Year 1-8),3835,Other,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
13,2025,Year 7,Primary (Year 1-8),3835,European\Pākehā,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
390,2025,Total,Total,3835,Total,,St Clair School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
2,2025,Year 1,Primary (Year 1-8),3836,Māori,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 1,Primary (Year 1-8),3836,Pacific,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
9,2025,Year 1,Primary (Year 1-8),3836,European\Pākehā,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 2,Primary (Year 1-8),3836,Māori,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 2,Primary (Year 1-8),3836,Pacific,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 2,Primary (Year 1-8),3836,Asian,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 2,Primary (Year 1-8),3836,European\Pākehā,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
7,2025,Year 3,Primary (Year 1-8),3836,Māori,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 3,Primary (Year 1-8),3836,Pacific,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 3,Primary (Year 1-8),3836,Asian,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
8,2025,Year 3,Primary (Year 1-8),3836,European\Pākehā,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
3,2025,Year 4,Primary (Year 1-8),3836,Māori,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 4,Primary (Year 1-8),3836,Pacific,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 4,Primary (Year 1-8),3836,Asian,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
5,2025,Year 4,Primary (Year 1-8),3836,European\Pākehā,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 5,Primary (Year 1-8),3836,Pacific,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 5,Primary (Year 1-8),3836,Asian,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
3,2025,Year 5,Primary (Year 1-8),3836,European\Pākehā,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
3,2025,Year 6,Primary (Year 1-8),3836,Māori,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 6,Primary (Year 1-8),3836,Pacific,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 6,Primary (Year 1-8),3836,Asian,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
6,2025,Year 6,Primary (Year 1-8),3836,European\Pākehā,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 7,Primary (Year 1-8),3836,Māori,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
2,2025,Year 7,Primary (Year 1-8),3836,Pacific,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 7,Primary (Year 1-8),3836,Asian,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
7,2025,Year 7,Primary (Year 1-8),3836,European\Pākehā,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
3,2025,Year 8,Primary (Year 1-8),3836,Pacific,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 8,Primary (Year 1-8),3836,Asian,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
4,2025,Year 8,Primary (Year 1-8),3836,European\Pākehā,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
82,2025,Total,Total,3836,Total,,Stirling School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Clutha District,Dunedin,200002,Te Tai Runga,Average,Moderate
1,2025,Year 1,Primary (Year 1-8),3837,Māori,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 1,Primary (Year 1-8),3837,European\Pākehā,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 2,Primary (Year 1-8),3837,European\Pākehā,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 3,Primary (Year 1-8),3837,Māori,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
10,2025,Year 3,Primary (Year 1-8),3837,European\Pākehā,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 4,Primary (Year 1-8),3837,Māori,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
3,2025,Year 4,Primary (Year 1-8),3837,European\Pākehā,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 5,Primary (Year 1-8),3837,Māori,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
6,2025,Year 5,Primary (Year 1-8),3837,European\Pākehā,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 6,Primary (Year 1-8),3837,Māori,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
8,2025,Year 6,Primary (Year 1-8),3837,European\Pākehā,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
1,2025,Year 7,Primary (Year 1-8),3837,Māori,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
6,2025,Year 7,Primary (Year 1-8),3837,European\Pākehā,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
4,2025,Year 8,Primary (Year 1-8),3837,European\Pākehā,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
46,2025,Total,Total,3837,Total,,Strath Taieri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Few,Fewer
58,2025,Year 7,Primary (Year 1-8),3839,Māori,,Tahuna Normal Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Below Average,Moderate
21,2025,Year 7,Primary (Year 1-8),3839,Pacific,,Tahuna Normal Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Below Average,Moderate
19,2025,Year 7,Primary (Year 1-8),3839,Asian,,Tahuna Normal Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Below Average,Moderate
9,2025,Year 7,Primary (Year 1-8),3839,MELAA,,Tahuna Normal Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Below Average,Moderate
2,2025,Year 7,Primary (Year 1-8),3839,Other,,Tahuna Normal Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Below Average,Moderate
206,2025,Year 7,Primary (Year 1-8),3839,European\Pākehā,,Tahuna Normal Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Below Average,Moderate
42,2025,Year 8,Primary (Year 1-8),3839,Māori,,Tahuna Normal Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Below Average,Moderate
15,2025,Year 8,Primary (Year 1-8),3839,Pacific,,Tahuna Normal Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Otago, Southland",Otago Region,Dunedin City,Dunedin,200002,Te Tai Runga,Below Average,Moderate
